LEAID,LEA_NAME,SCH_NAME,GRADE_LEVEL,ENROLLMENT,DISTRICT_POVERTY_RATE
5305910,Northshore School District,Bothell High School,UG,,0.117
5305910,Northshore School District,Inglemoor HS,09,388.0,0.117
5305910,Northshore School District,Inglemoor HS,10,412.0,0.117
5305910,Northshore School District,Inglemoor HS,11,403.0,0.117
5305910,Northshore School District,Inglemoor HS,12,413.0,0.117
5305910,Northshore School District,Inglemoor HS,AE,,0.117
5305910,Northshore School District,Inglemoor HS,UG,,0.117
5305910,Northshore School District,Innovation Lab High School,09,102.0,0.117
5305910,Northshore School District,Innovation Lab High School,10,37.0,0.117
5305910,Northshore School District,Innovation Lab High School,11,0.0,0.117
5305910,Northshore School District,Innovation Lab High School,12,0.0,0.117
5305910,Northshore School District,Innovation Lab High School,AE,,0.117
5305910,Northshore School District,Innovation Lab High School,UG,,0.117
5305910,Northshore School District,North Creek High School,09,489.0,0.117
5305910,Northshore School District,North Creek High School,10,412.0,0.117
5305910,Northshore School District,North Creek High School,11,378.0,0.117
5305910,Northshore School District,North Creek High School,12,484.0,0.117
5305910,Northshore School District,North Creek High School,AE,,0.117
5305910,Northshore School District,North Creek High School,UG,,0.117
5305910,Northshore School District,Woodinville HS,09,432.0,0.117
5305910,Northshore School District,Woodinville HS,10,421.0,0.117
5305910,Northshore School District,Woodinville HS,11,425.0,0.117
5305910,Northshore School District,Woodinville HS,12,430.0,0.117
5305910,Northshore School District,Woodinville HS,AE,,0.117
5305910,Northshore School District,Woodinville HS,UG,,0.117
5305940,Oak Harbor School District,Oak Harbor High School,09,379.0,0.342
5305940,Oak Harbor School District,Oak Harbor High School,10,362.0,0.342
5305940,Oak Harbor School District,Oak Harbor High School,11,382.0,0.342
5305940,Oak Harbor School District,Oak Harbor High School,12,367.0,0.342
5305940,Oak Harbor School District,Oak Harbor High School,AE,,0.342
5305940,Oak Harbor School District,Oak Harbor High School,UG,,0.342
5306000,Oakville School District,Oakville High School,09,27.0,0.647
5306000,Oakville School District,Oakville High School,10,28.0,0.647
5306000,Oakville School District,Oakville High School,11,16.0,0.647
5306000,Oakville School District,Oakville High School,12,14.0,0.647
5306000,Oakville School District,Oakville High School,AE,,0.647
5306000,Oakville School District,Oakville High School,UG,,0.647
5306060,Ocean Beach School District,Ilwaco High School,09,81.0,0.593
5306060,Ocean Beach School District,Ilwaco High School,10,82.0,0.593
5306060,Ocean Beach School District,Ilwaco High School,11,82.0,0.593
5306060,Ocean Beach School District,Ilwaco High School,12,57.0,0.593
5306060,Ocean Beach School District,Ilwaco High School,AE,,0.593
5306060,Ocean Beach School District,Ilwaco High School,UG,,0.593
5306090,Ocosta School District,Ocosta Junior - Senior High,09,53.0,0.782
5306090,Ocosta School District,Ocosta Junior - Senior High,10,39.0,0.782
5306090,Ocosta School District,Ocosta Junior - Senior High,11,38.0,0.782
5306090,Ocosta School District,Ocosta Junior - Senior High,12,53.0,0.782
5306090,Ocosta School District,Ocosta Junior - Senior High,AE,,0.782
5306090,Ocosta School District,Ocosta Junior - Senior High,UG,,0.782
5306120,Odessa School District,Odessa High School,09,21.0,0.343
5306120,Odessa School District,Odessa High School,10,18.0,0.343
5306120,Odessa School District,Odessa High School,11,17.0,0.343
5306120,Odessa School District,Odessa High School,12,16.0,0.343
5306120,Odessa School District,Odessa High School,AE,,0.343
5306120,Odessa School District,Odessa High School,UG,,0.343
5306150,Okanogan School District,Okanogan High School,09,82.0,0.511
5306150,Okanogan School District,Okanogan High School,10,88.0,0.511
5306150,Okanogan School District,Okanogan High School,11,73.0,0.511
5306150,Okanogan School District,Okanogan High School,12,68.0,0.511
5306150,Okanogan School District,Okanogan High School,AE,,0.511
5306150,Okanogan School District,Okanogan High School,UG,,0.511
5306180,Olympia School District,Avanti High School,09,18.0,0.22
5306180,Olympia School District,Avanti High School,10,34.0,0.22
5306180,Olympia School District,Avanti High School,11,43.0,0.22
5306180,Olympia School District,Avanti High School,12,40.0,0.22
5306180,Olympia School District,Avanti High School,AE,,0.22
5306180,Olympia School District,Avanti High School,UG,,0.22
5306180,Olympia School District,Capital High School,09,363.0,0.22
5306180,Olympia School District,Capital High School,10,342.0,0.22
5306180,Olympia School District,Capital High School,11,320.0,0.22
5306180,Olympia School District,Capital High School,12,343.0,0.22
5306180,Olympia School District,Capital High School,AE,,0.22
5306180,Olympia School District,Capital High School,UG,,0.22
5306180,Olympia School District,Olympia High School,09,442.0,0.22
5306180,Olympia School District,Olympia High School,10,494.0,0.22
5306180,Olympia School District,Olympia High School,11,481.0,0.22
5306180,Olympia School District,Olympia High School,12,456.0,0.22
5306180,Olympia School District,Olympia High School,AE,,0.22
5306180,Olympia School District,Olympia High School,UG,,0.22
5306220,Omak School District,Omak High School,09,145.0,0.529
5306220,Omak School District,Omak High School,10,112.0,0.529
5306220,Omak School District,Omak High School,11,98.0,0.529
5306220,Omak School District,Omak High School,12,72.0,0.529
5306220,Omak School District,Omak High School,AE,,0.529
5306220,Omak School District,Omak High School,UG,,0.529
5306220,Omak School District,Washington Virtual Academy Omak High School,09,646.0,0.529
5306220,Omak School District,Washington Virtual Academy Omak High School,10,532.0,0.529
5306220,Omak School District,Washington Virtual Academy Omak High School,11,354.0,0.529
5306220,Omak School District,Washington Virtual Academy Omak High School,12,290.0,0.529
5306220,Omak School District,Washington Virtual Academy Omak High School,AE,,0.529
5306220,Omak School District,Washington Virtual Academy Omak High School,UG,,0.529
5306240,Onalaska School District,Onalaska High School,09,71.0,0.533
5306240,Onalaska School District,Onalaska High School,10,49.0,0.533
5306240,Onalaska School District,Onalaska High School,11,75.0,0.533
5306240,Onalaska School District,Onalaska High School,12,49.0,0.533
5306240,Onalaska School District,Onalaska High School,AE,,0.533
5306240,Onalaska School District,Onalaska High School,UG,,0.533
5306300,Orcas Island School District,Orcas Island High School,09,34.0,0.454
5306300,Orcas Island School District,Orcas Island High School,10,36.0,0.454
5306300,Orcas Island School District,Orcas Island High School,11,29.0,0.454
5306300,Orcas Island School District,Orcas Island High School,12,31.0,0.454
5306300,Orcas Island School District,Orcas Island High School,AE,,0.454
5306300,Orcas Island School District,Orcas Island High School,UG,,0.454
5306420,Oroville School District,Oroville Middle-High School,09,49.0,0.714
5306420,Oroville School District,Oroville Middle-High School,10,47.0,0.714
5306420,Oroville School District,Oroville Middle-High School,11,37.0,0.714
5306420,Oroville School District,Oroville Middle-High School,12,50.0,0.714
5306420,Oroville School District,Oroville Middle-High School,AE,,0.714
5306420,Oroville School District,Oroville Middle-High School,UG,,0.714
5306450,Orting School District,Orting High School,09,194.0,0.288
5306450,Orting School District,Orting High School,10,163.0,0.288
5306450,Orting School District,Orting High School,11,165.0,0.288
5306450,Orting School District,Orting High School,12,143.0,0.288
5306450,Orting School District,Orting High School,AE,,0.288
5306450,Orting School District,Orting High School,UG,,0.288
5306450,Orting School District,Orting Secondary Online Academy,09,19.0,0.288
5306450,Orting School District,Orting Secondary Online Academy,10,28.0,0.288
5306450,Orting School District,Orting Secondary Online Academy,11,23.0,0.288
5306450,Orting School District,Orting Secondary Online Academy,12,41.0,0.288
5306450,Orting School District,Orting Secondary Online Academy,AE,,0.288
5306450,Orting School District,Orting Secondary Online Academy,UG,,0.288
5306480,Othello School District,Desert Oasis High School,09,1.0,0.725
5306480,Othello School District,Desert Oasis High School,10,28.0,0.725
5306480,Othello School District,Desert Oasis High School,11,36.0,0.725
5306480,Othello School District,Desert Oasis High School,12,51.0,0.725
5306480,Othello School District,Desert Oasis High School,AE,,0.725
5306480,Othello School District,Desert Oasis High School,UG,,0.725
5306480,Othello School District,Othello High School,09,342.0,0.725
5306480,Othello School District,Othello High School,10,323.0,0.725
5306480,Othello School District,Othello High School,11,270.0,0.725
5306480,Othello School District,Othello High School,12,278.0,0.725
5306480,Othello School District,Othello High School,AE,,0.725
5306480,Othello School District,Othello High School,UG,,0.725
5306570,Pasco School District,Chiawana Senior High School,09,824.0,0.703
5306570,Pasco School District,Chiawana Senior High School,10,806.0,0.703
5306570,Pasco School District,Chiawana Senior High School,11,737.0,0.703
5306570,Pasco School District,Chiawana Senior High School,12,740.0,0.703
5306570,Pasco School District,Chiawana Senior High School,AE,,0.703
5306570,Pasco School District,Chiawana Senior High School,UG,,0.703
5306570,Pasco School District,New Horizons High School,09,0.0,0.703
5306570,Pasco School District,New Horizons High School,10,6.0,0.703
5306570,Pasco School District,New Horizons High School,11,25.0,0.703
5306570,Pasco School District,New Horizons High School,12,164.0,0.703
5306570,Pasco School District,New Horizons High School,AE,,0.703
5306570,Pasco School District,New Horizons High School,UG,,0.703
5306570,Pasco School District,Pasco Senior High School,09,648.0,0.703
5306570,Pasco School District,Pasco Senior High School,10,625.0,0.703
5306570,Pasco School District,Pasco Senior High School,11,571.0,0.703
5306570,Pasco School District,Pasco Senior High School,12,577.0,0.703
5306570,Pasco School District,Pasco Senior High School,AE,,0.703
5306570,Pasco School District,Pasco Senior High School,UG,,0.703
5306600,Pateros School District,Pateros High School,09,26.0,0.738
5306600,Pateros School District,Pateros High School,10,23.0,0.738
5306600,Pateros School District,Pateros High School,11,23.0,0.738
5306600,Pateros School District,Pateros High School,12,29.0,0.738
5306600,Pateros School District,Pateros High School,AE,,0.738
5306600,Pateros School District,Pateros High School,UG,,0.738
5306690,Peninsula School District,Gig Harbor High,09,369.0,0.163
5306690,Peninsula School District,Gig Harbor High,10,365.0,0.163
5306690,Peninsula School District,Gig Harbor High,11,360.0,0.163
5306690,Peninsula School District,Gig Harbor High,12,384.0,0.163
5306690,Peninsula School District,Gig Harbor High,AE,,0.163
5306690,Peninsula School District,Gig Harbor High,UG,,0.163
5306690,Peninsula School District,Peninsula High School,09,374.0,0.163
5306690,Peninsula School District,Peninsula High School,10,379.0,0.163
5306690,Peninsula School District,Peninsula High School,11,384.0,0.163
5306690,Peninsula School District,Peninsula High School,12,340.0,0.163
5306690,Peninsula School District,Peninsula High School,AE,,0.163
5306690,Peninsula School District,Peninsula High School,UG,,0.163
5306780,Pomeroy School District,Pomeroy Jr Sr High School,09,33.0,0.51
5306780,Pomeroy School District,Pomeroy Jr Sr High School,10,20.0,0.51
5306780,Pomeroy School District,Pomeroy Jr Sr High School,11,22.0,0.51
5306780,Pomeroy School District,Pomeroy Jr Sr High School,12,21.0,0.51
5306780,Pomeroy School District,Pomeroy Jr Sr High School,AE,,0.51
5306780,Pomeroy School District,Pomeroy Jr Sr High School,UG,,0.51
5306820,Port Angeles School District,Port Angeles High School,09,224.0,0.418
5306820,Port Angeles School District,Port Angeles High School,10,195.0,0.418
5306820,Port Angeles School District,Port Angeles High School,11,214.0,0.418
5306820,Port Angeles School District,Port Angeles High School,12,234.0,0.418
5306820,Port Angeles School District,Port Angeles High School,AE,,0.418
5306820,Port Angeles School District,Port Angeles High School,UG,,0.418
5306840,Port Townsend School District,Port Townsend High School,09,98.0,0.431
5306840,Port Townsend School District,Port Townsend High School,10,113.0,0.431
5306840,Port Townsend School District,Port Townsend High School,11,83.0,0.431
5306840,Port Townsend School District,Port Townsend High School,12,82.0,0.431
5306840,Port Townsend School District,Port Townsend High School,AE,,0.431
5306840,Port Townsend School District,Port Townsend High School,UG,,0.431
5306870,Prescott School District,Prescott Jr Sr High,09,20.0,0.866
5306870,Prescott School District,Prescott Jr Sr High,10,20.0,0.866
5306870,Prescott School District,Prescott Jr Sr High,11,11.0,0.866
5306870,Prescott School District,Prescott Jr Sr High,12,21.0,0.866
5306870,Prescott School District,Prescott Jr Sr High,AE,,0.866
5306870,Prescott School District,Prescott Jr Sr High,UG,,0.866
5306900,Prosser School District,Prosser High School,09,206.0,0.651
5306900,Prosser School District,Prosser High School,10,216.0,0.651
5306900,Prosser School District,Prosser High School,11,236.0,0.651
5306900,Prosser School District,Prosser High School,12,234.0,0.651
5306900,Prosser School District,Prosser High School,AE,,0.651
5306900,Prosser School District,Prosser High School,UG,,0.651
5306930,Pullman School District,Pullman High School,09,209.0,0.244
5306930,Pullman School District,Pullman High School,10,216.0,0.244
5306930,Pullman School District,Pullman High School,11,186.0,0.244
5306930,Pullman School District,Pullman High School,12,196.0,0.244
5306930,Pullman School District,Pullman High School,AE,,0.244
5306930,Pullman School District,Pullman High School,UG,,0.244
5306960,Puyallup School District,E B Walker High School,09,3.0,0.329
5306960,Puyallup School District,E B Walker High School,10,17.0,0.329
5306960,Puyallup School District,E B Walker High School,11,29.0,0.329
5306960,Puyallup School District,E B Walker High School,12,53.0,0.329
5306960,Puyallup School District,E B Walker High School,AE,,0.329
5306960,Puyallup School District,E B Walker High School,UG,,0.329
5306960,Puyallup School District,Emerald Ridge High School,09,3.0,0.329
5306960,Puyallup School District,Emerald Ridge High School,10,494.0,0.329
5306960,Puyallup School District,Emerald Ridge High School,11,448.0,0.329
5306960,Puyallup School District,Emerald Ridge High School,12,487.0,0.329
5306960,Puyallup School District,Emerald Ridge High School,AE,,0.329
5306960,Puyallup School District,Emerald Ridge High School,UG,,0.329
5306960,Puyallup School District,Gov John Rogers High School,09,0.0,0.329
5306960,Puyallup School District,Gov John Rogers High School,10,565.0,0.329
5306960,Puyallup School District,Gov John Rogers High School,11,601.0,0.329
5306960,Puyallup School District,Gov John Rogers High School,12,554.0,0.329
5306960,Puyallup School District,Gov John Rogers High School,AE,,0.329
5306960,Puyallup School District,Gov John Rogers High School,UG,,0.329
5306960,Puyallup School District,Puyallup High School,09,,0.329
5306960,Puyallup School District,Puyallup High School,10,571.0,0.329
5306960,Puyallup School District,Puyallup High School,11,606.0,0.329
5306960,Puyallup School District,Puyallup High School,12,625.0,0.329
5306960,Puyallup School District,Puyallup High School,AE,,0.329
5306960,Puyallup School District,Puyallup High School,UG,,0.329
5307020,Quillayute Valley School District,Forks High School,09,68.0,0.425
5307020,Quillayute Valley School District,Forks High School,10,84.0,0.425
5307020,Quillayute Valley School District,Forks High School,11,65.0,0.425
5307020,Quillayute Valley School District,Forks High School,12,81.0,0.425
5307020,Quillayute Valley School District,Forks High School,AE,,0.425
5307020,Quillayute Valley School District,Forks High School,UG,,0.425
5307020,Quillayute Valley School District,Insight School of Washington,09,208.0,0.425
5307020,Quillayute Valley School District,Insight School of Washington,10,496.0,0.425
5307020,Quillayute Valley School District,Insight School of Washington,11,664.0,0.425
5307020,Quillayute Valley School District,Insight School of Washington,12,1005.0,0.425
5307020,Quillayute Valley School District,Insight School of Washington,AE,,0.425
5307020,Quillayute Valley School District,Insight School of Washington,UG,,0.425
5307080,Quincy School District,Quincy High School,09,234.0,0.781
5307080,Quincy School District,Quincy High School,10,191.0,0.781
5307080,Quincy School District,Quincy High School,11,216.0,0.781
5307080,Quincy School District,Quincy High School,12,194.0,0.781
5307080,Quincy School District,Quincy High School,AE,,0.781
5307080,Quincy School District,Quincy High School,UG,,0.781
5307110,Rainier School District,Rainier Senior High School,09,61.0,0.446
5307110,Rainier School District,Rainier Senior High School,10,77.0,0.446
5307110,Rainier School District,Rainier Senior High School,11,60.0,0.446
5307110,Rainier School District,Rainier Senior High School,12,44.0,0.446
5307110,Rainier School District,Rainier Senior High School,AE,,0.446
5307110,Rainier School District,Rainier Senior High School,UG,,0.446
5307140,Raymond School District,Raymond Jr Sr High School,09,47.0,0.541
5307140,Raymond School District,Raymond Jr Sr High School,10,46.0,0.541
5307140,Raymond School District,Raymond Jr Sr High School,11,46.0,0.541
5307140,Raymond School District,Raymond Jr Sr High School,12,40.0,0.541
5307140,Raymond School District,Raymond Jr Sr High School,AE,,0.541
5307140,Raymond School District,Raymond Jr Sr High School,UG,,0.541
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,09,57.0,0.348
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,10,49.0,0.348
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,11,57.0,0.348
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,12,53.0,0.348
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,AE,,0.348
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,UG,,0.348
5307230,Renton School District,Hazen Senior High School,09,476.0,0.466
5307230,Renton School District,Hazen Senior High School,10,462.0,0.466
5307230,Renton School District,Hazen Senior High School,11,452.0,0.466
5307230,Renton School District,Hazen Senior High School,12,427.0,0.466
5307230,Renton School District,Hazen Senior High School,AE,,0.466
5307230,Renton School District,Hazen Senior High School,UG,,0.466
5307230,Renton School District,Lindbergh Senior High School,09,318.0,0.466
5307230,Renton School District,Lindbergh Senior High School,10,298.0,0.466
5307230,Renton School District,Lindbergh Senior High School,11,296.0,0.466
5307230,Renton School District,Lindbergh Senior High School,12,297.0,0.466
5307230,Renton School District,Lindbergh Senior High School,AE,,0.466
5307230,Renton School District,Lindbergh Senior High School,UG,,0.466
5307230,Renton School District,Renton Senior High School,09,303.0,0.466
5307230,Renton School District,Renton Senior High School,10,317.0,0.466
5307230,Renton School District,Renton Senior High School,11,283.0,0.466
5307230,Renton School District,Renton Senior High School,12,291.0,0.466
5307230,Renton School District,Renton Senior High School,AE,,0.466
5307230,Renton School District,Renton Senior High School,UG,,0.466
5307230,Renton School District,Talley High School,09,7.0,0.466
5307230,Renton School District,Talley High School,10,22.0,0.466
5307230,Renton School District,Talley High School,11,70.0,0.466
5307230,Renton School District,Talley High School,12,168.0,0.466
5307230,Renton School District,Talley High School,AE,,0.466
5307230,Renton School District,Talley High School,UG,,0.466
5307260,Republic School District,Republic Senior High School,09,26.0,0.63
5307260,Republic School District,Republic Senior High School,10,29.0,0.63
5307260,Republic School District,Republic Senior High School,11,25.0,0.63
5307260,Republic School District,Republic Senior High School,12,20.0,0.63
5307260,Republic School District,Republic Senior High School,AE,,0.63
5307260,Republic School District,Republic Senior High School,UG,,0.63
5307320,Richland School District,Hanford High School,09,493.0,0.056
5307320,Richland School District,Hanford High School,10,441.0,0.056
5307320,Richland School District,Hanford High School,11,519.0,0.056
5307320,Richland School District,Hanford High School,12,540.0,0.056
5307320,Richland School District,Hanford High School,AE,,0.056
5307320,Richland School District,Hanford High School,UG,,0.056
5307320,Richland School District,Richland High School,09,571.0,0.056
5307320,Richland School District,Richland High School,10,506.0,0.056
5307320,Richland School District,Richland High School,11,471.0,0.056
5307320,Richland School District,Richland High School,12,497.0,0.056
5307320,Richland School District,Richland High School,AE,,0.056
5307320,Richland School District,Richland High School,UG,,0.056
5307320,Richland School District,Rivers Edge High School,09,6.0,0.056
5307320,Richland School District,Rivers Edge High School,10,25.0,0.056
5307320,Richland School District,Rivers Edge High School,11,58.0,0.056
5307320,Richland School District,Rivers Edge High School,12,146.0,0.056
5307320,Richland School District,Rivers Edge High School,AE,,0.056
5307320,Richland School District,Rivers Edge High School,UG,,0.056
5307350,Ridgefield School District,Ridgefield High School,09,272.0,0.227
5307350,Ridgefield School District,Ridgefield High School,10,218.0,0.227
5307350,Ridgefield School District,Ridgefield High School,11,259.0,0.227
5307350,Ridgefield School District,Ridgefield High School,12,229.0,0.227
5307350,Ridgefield School District,Ridgefield High School,AE,,0.227
5307350,Ridgefield School District,Ridgefield High School,UG,,0.227
5307440,Riverside School District,Riverside High School,09,111.0,0.412
5307440,Riverside School District,Riverside High School,10,99.0,0.412
5307440,Riverside School District,Riverside High School,11,112.0,0.412
5307440,Riverside School District,Riverside High School,12,105.0,0.412
5307440,Riverside School District,Riverside High School,AE,,0.412
5307440,Riverside School District,Riverside High School,UG,,0.412
5307470,Rochester School District,Rochester High School,09,162.0,0.452
5307470,Rochester School District,Rochester High School,10,156.0,0.452
5307470,Rochester School District,Rochester High School,11,161.0,0.452
5307470,Rochester School District,Rochester High School,12,154.0,0.452
5307470,Rochester School District,Rochester High School,AE,,0.452
5307470,Rochester School District,Rochester High School,UG,,0.452
5307620,Royal School District,Royal High School,09,138.0,0.534
5307620,Royal School District,Royal High School,10,120.0,0.534
5307620,Royal School District,Royal High School,11,138.0,0.534
5307620,Royal School District,Royal High School,12,110.0,0.534
5307620,Royal School District,Royal High School,AE,,0.534
5307620,Royal School District,Royal High School,UG,,0.534
5307650,San Juan Island School District,Friday Harbor High School,09,63.0,0.331
5307650,San Juan Island School District,Friday Harbor High School,10,72.0,0.331
5307650,San Juan Island School District,Friday Harbor High School,11,54.0,0.331
5307650,San Juan Island School District,Friday Harbor High School,12,47.0,0.331
5307650,San Juan Island School District,Friday Harbor High School,AE,,0.331
5307650,San Juan Island School District,Friday Harbor High School,UG,,0.331
5307710,Seattle School District No. 1,Ballard High School,09,416.0,0.327
5307710,Seattle School District No. 1,Ballard High School,10,417.0,0.327
5307710,Seattle School District No. 1,Ballard High School,11,429.0,0.327
5307710,Seattle School District No. 1,Ballard High School,12,493.0,0.327
5307710,Seattle School District No. 1,Ballard High School,AE,,0.327
5307710,Seattle School District No. 1,Ballard High School,UG,,0.327
5307710,Seattle School District No. 1,Chief Sealth International High School,09,311.0,0.327
5307710,Seattle School District No. 1,Chief Sealth International High School,10,326.0,0.327
5307710,Seattle School District No. 1,Chief Sealth International High School,11,239.0,0.327
5307710,Seattle School District No. 1,Chief Sealth International High School,12,259.0,0.327
5307710,Seattle School District No. 1,Chief Sealth International High School,AE,,0.327
5307710,Seattle School District No. 1,Chief Sealth International High School,UG,,0.327
5307710,Seattle School District No. 1,Cleveland High School STEM,09,229.0,0.327
5307710,Seattle School District No. 1,Cleveland High School STEM,10,234.0,0.327
5307710,Seattle School District No. 1,Cleveland High School STEM,11,235.0,0.327
5307710,Seattle School District No. 1,Cleveland High School STEM,12,223.0,0.327
5307710,Seattle School District No. 1,Cleveland High School STEM,AE,,0.327
5307710,Seattle School District No. 1,Cleveland High School STEM,UG,,0.327
5307710,Seattle School District No. 1,Franklin High School,09,295.0,0.327
5307710,Seattle School District No. 1,Franklin High School,10,288.0,0.327
5307710,Seattle School District No. 1,Franklin High School,11,323.0,0.327
5307710,Seattle School District No. 1,Franklin High School,12,333.0,0.327
5307710,Seattle School District No. 1,Franklin High School,AE,,0.327
5307710,Seattle School District No. 1,Franklin High School,UG,,0.327
5307710,Seattle School District No. 1,Garfield High School,09,411.0,0.327
5307710,Seattle School District No. 1,Garfield High School,10,411.0,0.327
5307710,Seattle School District No. 1,Garfield High School,11,423.0,0.327
5307710,Seattle School District No. 1,Garfield High School,12,484.0,0.327
5307710,Seattle School District No. 1,Garfield High School,AE,,0.327
5307710,Seattle School District No. 1,Garfield High School,UG,,0.327
5307710,Seattle School District No. 1,Ingraham High School,09,373.0,0.327
5307710,Seattle School District No. 1,Ingraham High School,10,362.0,0.327
5307710,Seattle School District No. 1,Ingraham High School,11,376.0,0.327
5307710,Seattle School District No. 1,Ingraham High School,12,372.0,0.327
5307710,Seattle School District No. 1,Ingraham High School,AE,,0.327
5307710,Seattle School District No. 1,Ingraham High School,UG,,0.327
5307710,Seattle School District No. 1,Interagency Open Doors,09,0.0,0.327
5307710,Seattle School District No. 1,Interagency Open Doors,10,4.0,0.327
5307710,Seattle School District No. 1,Interagency Open Doors,11,18.0,0.327
5307710,Seattle School District No. 1,Interagency Open Doors,12,123.0,0.327
5307710,Seattle School District No. 1,Interagency Open Doors,AE,,0.327
5307710,Seattle School District No. 1,Interagency Open Doors,UG,,0.327
5307710,Seattle School District No. 1,Interagency Programs,09,5.0,0.327
5307710,Seattle School District No. 1,Interagency Programs,10,27.0,0.327
5307710,Seattle School District No. 1,Interagency Programs,11,62.0,0.327
5307710,Seattle School District No. 1,Interagency Programs,12,232.0,0.327
5307710,Seattle School District No. 1,Interagency Programs,AE,,0.327
5307710,Seattle School District No. 1,Interagency Programs,UG,,0.327
5307710,Seattle School District No. 1,Lincoln High School,09,397.0,0.327
5307710,Seattle School District No. 1,Lincoln High School,10,394.0,0.327
5307710,Seattle School District No. 1,Lincoln High School,11,187.0,0.327
5307710,Seattle School District No. 1,Lincoln High School,12,0.0,0.327
5307710,Seattle School District No. 1,Lincoln High School,AE,,0.327
5307710,Seattle School District No. 1,Lincoln High School,UG,,0.327
5307710,Seattle School District No. 1,Nathan Hale High School,09,282.0,0.327
5307710,Seattle School District No. 1,Nathan Hale High School,10,271.0,0.327
5307710,Seattle School District No. 1,Nathan Hale High School,11,298.0,0.327
5307710,Seattle School District No. 1,Nathan Hale High School,12,292.0,0.327
5307710,Seattle School District No. 1,Nathan Hale High School,AE,,0.327
5307710,Seattle School District No. 1,Nathan Hale High School,UG,,0.327
5307710,Seattle School District No. 1,Nova High School,09,41.0,0.327
5307710,Seattle School District No. 1,Nova High School,10,45.0,0.327
5307710,Seattle School District No. 1,Nova High School,11,69.0,0.327
5307710,Seattle School District No. 1,Nova High School,12,72.0,0.327
5307710,Seattle School District No. 1,Nova High School,AE,,0.327
5307710,Seattle School District No. 1,Nova High School,UG,,0.327
5307710,Seattle School District No. 1,Rainier Beach High School,09,192.0,0.327
5307710,Seattle School District No. 1,Rainier Beach High School,10,203.0,0.327
5307710,Seattle School District No. 1,Rainier Beach High School,11,196.0,0.327
5307710,Seattle School District No. 1,Rainier Beach High School,12,190.0,0.327
5307710,Seattle School District No. 1,Rainier Beach High School,AE,,0.327
5307710,Seattle School District No. 1,Rainier Beach High School,UG,,0.327
5307710,Seattle School District No. 1,Roosevelt High School,09,389.0,0.327
5307710,Seattle School District No. 1,Roosevelt High School,10,395.0,0.327
5307710,Seattle School District No. 1,Roosevelt High School,11,413.0,0.327
5307710,Seattle School District No. 1,Roosevelt High School,12,512.0,0.327
5307710,Seattle School District No. 1,Roosevelt High School,AE,,0.327
5307710,Seattle School District No. 1,Roosevelt High School,UG,,0.327
5307710,Seattle School District No. 1,Seattle World School,09,30.0,0.327
5307710,Seattle School District No. 1,Seattle World School,10,78.0,0.327
5307710,Seattle School District No. 1,Seattle World School,11,67.0,0.327
5307710,Seattle School District No. 1,Seattle World School,12,84.0,0.327
5307710,Seattle School District No. 1,Seattle World School,AE,,0.327
5307710,Seattle School District No. 1,Seattle World School,UG,,0.327
5307710,Seattle School District No. 1,The Center School,09,60.0,0.327
5307710,Seattle School District No. 1,The Center School,10,81.0,0.327
5307710,Seattle School District No. 1,The Center School,11,60.0,0.327
5307710,Seattle School District No. 1,The Center School,12,50.0,0.327
5307710,Seattle School District No. 1,The Center School,AE,,0.327
5307710,Seattle School District No. 1,The Center School,UG,,0.327
5307710,Seattle School District No. 1,West Seattle High School,09,289.0,0.327
5307710,Seattle School District No. 1,West Seattle High School,10,304.0,0.327
5307710,Seattle School District No. 1,West Seattle High School,11,262.0,0.327
5307710,Seattle School District No. 1,West Seattle High School,12,284.0,0.327
5307710,Seattle School District No. 1,West Seattle High School,AE,,0.327
5307710,Seattle School District No. 1,West Seattle High School,UG,,0.327
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,09,339.0,0.483
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,10,325.0,0.483
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,11,282.0,0.483
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,12,288.0,0.483
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,AE,,0.483
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,UG,,0.483
5307740,Sedro-Woolley School District,State Street High School,09,5.0,0.483
5307740,Sedro-Woolley School District,State Street High School,10,10.0,0.483
5307740,Sedro-Woolley School District,State Street High School,11,27.0,0.483
5307740,Sedro-Woolley School District,State Street High School,12,122.0,0.483
5307740,Sedro-Woolley School District,State Street High School,AE,,0.483
5307740,Sedro-Woolley School District,State Street High School,UG,,0.483
5307770,Selah School District,Selah High School,09,256.0,0.479
5307770,Selah School District,Selah High School,10,267.0,0.479
5307770,Selah School District,Selah High School,11,293.0,0.479
5307770,Selah School District,Selah High School,12,250.0,0.479
5307770,Selah School District,Selah High School,AE,,0.479
5307770,Selah School District,Selah High School,UG,,0.479
5307830,Sequim School District,Sequim Senior High,09,194.0,0.372
