LEAID,LEA_NAME,SCH_NAME,GRADE_LEVEL,ENROLLMENT,DISTRICT_POVERTY_RATE
5307830,Sequim School District,Sequim Senior High,10,186.0,0.372
5307830,Sequim School District,Sequim Senior High,11,215.0,0.372
5307830,Sequim School District,Sequim Senior High,12,217.0,0.372
5307830,Sequim School District,Sequim Senior High,AE,,0.372
5307830,Sequim School District,Sequim Senior High,UG,,0.372
5307900,Shelton School District,Choice Middle and High School,09,12.0,0.594
5307900,Shelton School District,Choice Middle and High School,10,21.0,0.594
5307900,Shelton School District,Choice Middle and High School,11,23.0,0.594
5307900,Shelton School District,Choice Middle and High School,12,72.0,0.594
5307900,Shelton School District,Choice Middle and High School,AE,,0.594
5307900,Shelton School District,Choice Middle and High School,UG,,0.594
5307900,Shelton School District,Shelton High School,09,432.0,0.594
5307900,Shelton School District,Shelton High School,10,392.0,0.594
5307900,Shelton School District,Shelton High School,11,380.0,0.594
5307900,Shelton School District,Shelton High School,12,333.0,0.594
5307900,Shelton School District,Shelton High School,AE,,0.594
5307900,Shelton School District,Shelton High School,UG,,0.594
5307920,Shoreline School District,Shorecrest High School,09,362.0,0.257
5307920,Shoreline School District,Shorecrest High School,10,376.0,0.257
5307920,Shoreline School District,Shorecrest High School,11,380.0,0.257
5307920,Shoreline School District,Shorecrest High School,12,377.0,0.257
5307920,Shoreline School District,Shorecrest High School,AE,,0.257
5307920,Shoreline School District,Shorecrest High School,UG,,0.257
5307920,Shoreline School District,Shorewood High School,09,362.0,0.257
5307920,Shoreline School District,Shorewood High School,10,368.0,0.257
5307920,Shoreline School District,Shorewood High School,11,400.0,0.257
5307920,Shoreline School District,Shorewood High School,12,393.0,0.257
5307920,Shoreline School District,Shorewood High School,AE,,0.257
5307920,Shoreline School District,Shorewood High School,UG,,0.257
5308020,Snohomish School District,AIM High School,09,15.0,0.159
5308020,Snohomish School District,AIM High School,10,15.0,0.159
5308020,Snohomish School District,AIM High School,11,45.0,0.159
5308020,Snohomish School District,AIM High School,12,83.0,0.159
5308020,Snohomish School District,AIM High School,AE,,0.159
5308020,Snohomish School District,AIM High School,UG,,0.159
5308020,Snohomish School District,Glacier Peak High School,09,426.0,0.159
5308020,Snohomish School District,Glacier Peak High School,10,392.0,0.159
5308020,Snohomish School District,Glacier Peak High School,11,462.0,0.159
5308020,Snohomish School District,Glacier Peak High School,12,439.0,0.159
5308020,Snohomish School District,Glacier Peak High School,AE,,0.159
5308020,Snohomish School District,Glacier Peak High School,UG,,0.159
5308020,Snohomish School District,Snohomish High School,09,400.0,0.159
5308020,Snohomish School District,Snohomish High School,10,403.0,0.159
5308020,Snohomish School District,Snohomish High School,11,377.0,0.159
5308020,Snohomish School District,Snohomish High School,12,419.0,0.159
5308020,Snohomish School District,Snohomish High School,AE,,0.159
5308020,Snohomish School District,Snohomish High School,UG,,0.159
5308040,Snoqualmie Valley School District,Mount Si High School,09,549.0,0.093
5308040,Snoqualmie Valley School District,Mount Si High School,10,499.0,0.093
5308040,Snoqualmie Valley School District,Mount Si High School,11,525.0,0.093
5308040,Snoqualmie Valley School District,Mount Si High School,12,487.0,0.093
5308040,Snoqualmie Valley School District,Mount Si High School,AE,,0.093
5308040,Snoqualmie Valley School District,Mount Si High School,UG,,0.093
5308040,Snoqualmie Valley School District,Two Rivers School,09,10.0,0.093
5308040,Snoqualmie Valley School District,Two Rivers School,10,8.0,0.093
5308040,Snoqualmie Valley School District,Two Rivers School,11,12.0,0.093
5308040,Snoqualmie Valley School District,Two Rivers School,12,6.0,0.093
5308040,Snoqualmie Valley School District,Two Rivers School,AE,,0.093
5308040,Snoqualmie Valley School District,Two Rivers School,UG,,0.093
5308070,Soap Lake School District,Soap Lake Middle & High School,09,44.0,0.912
5308070,Soap Lake School District,Soap Lake Middle & High School,10,37.0,0.912
5308070,Soap Lake School District,Soap Lake Middle & High School,11,43.0,0.912
5308070,Soap Lake School District,Soap Lake Middle & High School,12,29.0,0.912
5308070,Soap Lake School District,Soap Lake Middle & High School,AE,,0.912
5308070,Soap Lake School District,Soap Lake Middle & High School,UG,,0.912
5308100,South Bend School District,South Bend High School,09,41.0,0.701
5308100,South Bend School District,South Bend High School,10,57.0,0.701
5308100,South Bend School District,South Bend High School,11,30.0,0.701
5308100,South Bend School District,South Bend High School,12,43.0,0.701
5308100,South Bend School District,South Bend High School,AE,,0.701
5308100,South Bend School District,South Bend High School,UG,,0.701
5308130,Tukwila School District,Foster Senior High School,09,215.0,0.669
5308130,Tukwila School District,Foster Senior High School,10,223.0,0.669
5308130,Tukwila School District,Foster Senior High School,11,193.0,0.669
5308130,Tukwila School District,Foster Senior High School,12,190.0,0.669
5308130,Tukwila School District,Foster Senior High School,AE,,0.669
5308130,Tukwila School District,Foster Senior High School,UG,,0.669
5308160,South Kitsap School District,Discovery,09,0.0,0.349
5308160,South Kitsap School District,Discovery,10,7.0,0.349
5308160,South Kitsap School District,Discovery,11,40.0,0.349
5308160,South Kitsap School District,Discovery,12,90.0,0.349
5308160,South Kitsap School District,Discovery,AE,,0.349
5308160,South Kitsap School District,Discovery,UG,,0.349
5308160,South Kitsap School District,South Kitsap High School,09,643.0,0.349
5308160,South Kitsap School District,South Kitsap High School,10,614.0,0.349
5308160,South Kitsap School District,South Kitsap High School,11,585.0,0.349
5308160,South Kitsap School District,South Kitsap High School,12,626.0,0.349
5308160,South Kitsap School District,South Kitsap High School,AE,,0.349
5308160,South Kitsap School District,South Kitsap High School,UG,,0.349
5308190,South Whidbey School District,South Whidbey High School,09,113.0,0.213
5308190,South Whidbey School District,South Whidbey High School,10,112.0,0.213
5308190,South Whidbey School District,South Whidbey High School,11,101.0,0.213
5308190,South Whidbey School District,South Whidbey High School,12,105.0,0.213
5308190,South Whidbey School District,South Whidbey High School,AE,,0.213
5308190,South Whidbey School District,South Whidbey High School,UG,,0.213
5308250,Spokane School District,Ferris High School,09,487.0,0.537
5308250,Spokane School District,Ferris High School,10,380.0,0.537
5308250,Spokane School District,Ferris High School,11,395.0,0.537
5308250,Spokane School District,Ferris High School,12,388.0,0.537
5308250,Spokane School District,Ferris High School,AE,,0.537
5308250,Spokane School District,Ferris High School,UG,,0.537
5308250,Spokane School District,Lewis & Clark High School,09,513.0,0.537
5308250,Spokane School District,Lewis & Clark High School,10,479.0,0.537
5308250,Spokane School District,Lewis & Clark High School,11,469.0,0.537
5308250,Spokane School District,Lewis & Clark High School,12,398.0,0.537
5308250,Spokane School District,Lewis & Clark High School,AE,,0.537
5308250,Spokane School District,Lewis & Clark High School,UG,,0.537
5308250,Spokane School District,North Central High School,09,375.0,0.537
5308250,Spokane School District,North Central High School,10,406.0,0.537
5308250,Spokane School District,North Central High School,11,344.0,0.537
5308250,Spokane School District,North Central High School,12,291.0,0.537
5308250,Spokane School District,North Central High School,AE,,0.537
5308250,Spokane School District,North Central High School,UG,,0.537
5308250,Spokane School District,On Track Academy,09,0.0,0.537
5308250,Spokane School District,On Track Academy,10,25.0,0.537
5308250,Spokane School District,On Track Academy,11,76.0,0.537
5308250,Spokane School District,On Track Academy,12,244.0,0.537
5308250,Spokane School District,On Track Academy,AE,,0.537
5308250,Spokane School District,On Track Academy,UG,,0.537
5308250,Spokane School District,Rogers High School,09,467.0,0.537
5308250,Spokane School District,Rogers High School,10,405.0,0.537
5308250,Spokane School District,Rogers High School,11,366.0,0.537
5308250,Spokane School District,Rogers High School,12,293.0,0.537
5308250,Spokane School District,Rogers High School,AE,,0.537
5308250,Spokane School District,Rogers High School,UG,,0.537
5308250,Spokane School District,Shadle Park High School,09,317.0,0.537
5308250,Spokane School District,Shadle Park High School,10,297.0,0.537
5308250,Spokane School District,Shadle Park High School,11,266.0,0.537
5308250,Spokane School District,Shadle Park High School,12,299.0,0.537
5308250,Spokane School District,Shadle Park High School,AE,,0.537
5308250,Spokane School District,Shadle Park High School,UG,,0.537
5308250,Spokane School District,The Community School,09,43.0,0.537
5308250,Spokane School District,The Community School,10,35.0,0.537
5308250,Spokane School District,The Community School,11,38.0,0.537
5308250,Spokane School District,The Community School,12,40.0,0.537
5308250,Spokane School District,The Community School,AE,,0.537
5308250,Spokane School District,The Community School,UG,,0.537
5308340,Stanwood-Camano School District,Lincoln Hill High School,09,26.0,0.253
5308340,Stanwood-Camano School District,Lincoln Hill High School,10,24.0,0.253
5308340,Stanwood-Camano School District,Lincoln Hill High School,11,38.0,0.253
5308340,Stanwood-Camano School District,Lincoln Hill High School,12,60.0,0.253
5308340,Stanwood-Camano School District,Lincoln Hill High School,AE,,0.253
5308340,Stanwood-Camano School District,Lincoln Hill High School,UG,,0.253
5308340,Stanwood-Camano School District,Stanwood High School,09,319.0,0.253
5308340,Stanwood-Camano School District,Stanwood High School,10,333.0,0.253
5308340,Stanwood-Camano School District,Stanwood High School,11,295.0,0.253
5308340,Stanwood-Camano School District,Stanwood High School,12,333.0,0.253
5308340,Stanwood-Camano School District,Stanwood High School,AE,,0.253
5308340,Stanwood-Camano School District,Stanwood High School,UG,,0.253
5308460,Steilacoom Hist. School District,Steilacoom High,09,234.0,0.205
5308460,Steilacoom Hist. School District,Steilacoom High,10,220.0,0.205
5308460,Steilacoom Hist. School District,Steilacoom High,11,262.0,0.205
5308460,Steilacoom Hist. School District,Steilacoom High,12,247.0,0.205
5308460,Steilacoom Hist. School District,Steilacoom High,AE,,0.205
5308460,Steilacoom Hist. School District,Steilacoom High,UG,,0.205
5308520,Stevenson-Carson School District,Stevenson High School,09,75.0,0.495
5308520,Stevenson-Carson School District,Stevenson High School,10,54.0,0.495
5308520,Stevenson-Carson School District,Stevenson High School,11,57.0,0.495
5308520,Stevenson-Carson School District,Stevenson High School,12,89.0,0.495
5308520,Stevenson-Carson School District,Stevenson High School,AE,,0.495
5308520,Stevenson-Carson School District,Stevenson High School,UG,,0.495
5308550,Sultan School District,Sultan Senior High School,09,138.0,0.386
5308550,Sultan School District,Sultan Senior High School,10,138.0,0.386
5308550,Sultan School District,Sultan Senior High School,11,123.0,0.386
5308550,Sultan School District,Sultan Senior High School,12,124.0,0.386
5308550,Sultan School District,Sultan Senior High School,AE,,0.386
5308550,Sultan School District,Sultan Senior High School,UG,,0.386
5308610,Sumner School District,Bonney Lake High School,09,425.0,0.261
5308610,Sumner School District,Bonney Lake High School,10,384.0,0.261
5308610,Sumner School District,Bonney Lake High School,11,338.0,0.261
5308610,Sumner School District,Bonney Lake High School,12,299.0,0.261
5308610,Sumner School District,Bonney Lake High School,AE,,0.261
5308610,Sumner School District,Bonney Lake High School,UG,,0.261
5308610,Sumner School District,Sumner High School,09,450.0,0.261
5308610,Sumner School District,Sumner High School,10,413.0,0.261
5308610,Sumner School District,Sumner High School,11,374.0,0.261
5308610,Sumner School District,Sumner High School,12,428.0,0.261
5308610,Sumner School District,Sumner High School,AE,,0.261
5308610,Sumner School District,Sumner High School,UG,,0.261
5308670,Sunnyside School District,Sunnyside High School,09,556.0,0.713
5308670,Sunnyside School District,Sunnyside High School,10,550.0,0.713
5308670,Sunnyside School District,Sunnyside High School,11,523.0,0.713
5308670,Sunnyside School District,Sunnyside High School,12,499.0,0.713
5308670,Sunnyside School District,Sunnyside High School,AE,,0.713
5308670,Sunnyside School District,Sunnyside High School,UG,,0.713
5308700,Tacoma School District,Foss,09,168.0,0.543
5308700,Tacoma School District,Foss,10,160.0,0.543
5308700,Tacoma School District,Foss,11,141.0,0.543
5308700,Tacoma School District,Foss,12,136.0,0.543
5308700,Tacoma School District,Foss,AE,,0.543
5308700,Tacoma School District,Foss,UG,,0.543
5308700,Tacoma School District,Industrial Design Engineering and Art,09,110.0,0.543
5308700,Tacoma School District,Industrial Design Engineering and Art,10,134.0,0.543
5308700,Tacoma School District,Industrial Design Engineering and Art,11,79.0,0.543
5308700,Tacoma School District,Industrial Design Engineering and Art,12,65.0,0.543
5308700,Tacoma School District,Industrial Design Engineering and Art,AE,,0.543
5308700,Tacoma School District,Industrial Design Engineering and Art,UG,,0.543
5308700,Tacoma School District,Lincoln,09,444.0,0.543
5308700,Tacoma School District,Lincoln,10,452.0,0.543
5308700,Tacoma School District,Lincoln,11,466.0,0.543
5308700,Tacoma School District,Lincoln,12,324.0,0.543
5308700,Tacoma School District,Lincoln,AE,,0.543
5308700,Tacoma School District,Lincoln,UG,,0.543
5308700,Tacoma School District,Mt Tahoma,09,376.0,0.543
5308700,Tacoma School District,Mt Tahoma,10,335.0,0.543
5308700,Tacoma School District,Mt Tahoma,11,361.0,0.543
5308700,Tacoma School District,Mt Tahoma,12,281.0,0.543
5308700,Tacoma School District,Mt Tahoma,AE,,0.543
5308700,Tacoma School District,Mt Tahoma,UG,,0.543
5308700,Tacoma School District,Oakland High School,09,1.0,0.543
5308700,Tacoma School District,Oakland High School,10,25.0,0.543
5308700,Tacoma School District,Oakland High School,11,46.0,0.543
5308700,Tacoma School District,Oakland High School,12,72.0,0.543
5308700,Tacoma School District,Oakland High School,AE,,0.543
5308700,Tacoma School District,Oakland High School,UG,,0.543
5308700,Tacoma School District,Science and Math Institute,09,164.0,0.543
5308700,Tacoma School District,Science and Math Institute,10,153.0,0.543
5308700,Tacoma School District,Science and Math Institute,11,145.0,0.543
5308700,Tacoma School District,Science and Math Institute,12,153.0,0.543
5308700,Tacoma School District,Science and Math Institute,AE,,0.543
5308700,Tacoma School District,Science and Math Institute,UG,,0.543
5308700,Tacoma School District,Stadium,09,425.0,0.543
5308700,Tacoma School District,Stadium,10,373.0,0.543
5308700,Tacoma School District,Stadium,11,401.0,0.543
5308700,Tacoma School District,Stadium,12,330.0,0.543
5308700,Tacoma School District,Stadium,AE,,0.543
5308700,Tacoma School District,Stadium,UG,,0.543
5308700,Tacoma School District,Tacoma Open Doors,09,0.0,0.543
5308700,Tacoma School District,Tacoma Open Doors,10,6.0,0.543
5308700,Tacoma School District,Tacoma Open Doors,11,22.0,0.543
5308700,Tacoma School District,Tacoma Open Doors,12,296.0,0.543
5308700,Tacoma School District,Tacoma Open Doors,AE,,0.543
5308700,Tacoma School District,Tacoma Open Doors,UG,,0.543
5308700,Tacoma School District,Tacoma School of the Arts,09,174.0,0.543
5308700,Tacoma School District,Tacoma School of the Arts,10,154.0,0.543
5308700,Tacoma School District,Tacoma School of the Arts,11,167.0,0.543
5308700,Tacoma School District,Tacoma School of the Arts,12,138.0,0.543
5308700,Tacoma School District,Tacoma School of the Arts,AE,,0.543
5308700,Tacoma School District,Tacoma School of the Arts,UG,,0.543
5308700,Tacoma School District,Wilson,09,318.0,0.543
5308700,Tacoma School District,Wilson,10,292.0,0.543
5308700,Tacoma School District,Wilson,11,317.0,0.543
5308700,Tacoma School District,Wilson,12,287.0,0.543
5308700,Tacoma School District,Wilson,AE,,0.543
5308700,Tacoma School District,Wilson,UG,,0.543
5308760,Tahoma School District,Tahoma Senior High School,09,688.0,0.126
5308760,Tahoma School District,Tahoma Senior High School,10,678.0,0.126
5308760,Tahoma School District,Tahoma Senior High School,11,656.0,0.126
5308760,Tahoma School District,Tahoma Senior High School,12,710.0,0.126
5308760,Tahoma School District,Tahoma Senior High School,AE,,0.126
5308760,Tahoma School District,Tahoma Senior High School,UG,,0.126
5308820,Tenino School District,Tenino High School,09,103.0,0.416
5308820,Tenino School District,Tenino High School,10,96.0,0.416
5308820,Tenino School District,Tenino High School,11,104.0,0.416
5308820,Tenino School District,Tenino High School,12,84.0,0.416
5308820,Tenino School District,Tenino High School,AE,,0.416
5308820,Tenino School District,Tenino High School,UG,,0.416
5308910,Toledo School District,Toledo High School,09,68.0,0.491
5308910,Toledo School District,Toledo High School,10,49.0,0.491
5308910,Toledo School District,Toledo High School,11,53.0,0.491
5308910,Toledo School District,Toledo High School,12,52.0,0.491
5308910,Toledo School District,Toledo High School,AE,,0.491
5308910,Toledo School District,Toledo High School,UG,,0.491
5308940,Tonasket School District,Tonasket High School,09,89.0,0.731
5308940,Tonasket School District,Tonasket High School,10,94.0,0.731
5308940,Tonasket School District,Tonasket High School,11,90.0,0.731
5308940,Tonasket School District,Tonasket High School,12,69.0,0.731
5308940,Tonasket School District,Tonasket High School,AE,,0.731
5308940,Tonasket School District,Tonasket High School,UG,,0.731
5308970,Toppenish School District,Computer Academy Toppenish High School,09,26.0,0.829
5308970,Toppenish School District,Computer Academy Toppenish High School,10,42.0,0.829
5308970,Toppenish School District,Computer Academy Toppenish High School,11,42.0,0.829
5308970,Toppenish School District,Computer Academy Toppenish High School,12,81.0,0.829
5308970,Toppenish School District,Computer Academy Toppenish High School,AE,,0.829
5308970,Toppenish School District,Computer Academy Toppenish High School,UG,,0.829
5308970,Toppenish School District,Toppenish High School,09,260.0,0.829
5308970,Toppenish School District,Toppenish High School,10,253.0,0.829
5308970,Toppenish School District,Toppenish High School,11,214.0,0.829
5308970,Toppenish School District,Toppenish High School,12,226.0,0.829
5308970,Toppenish School District,Toppenish High School,AE,,0.829
5308970,Toppenish School District,Toppenish High School,UG,,0.829
5309030,Toutle Lake School District,Toutle Lake High School,09,63.0,0.358
5309030,Toutle Lake School District,Toutle Lake High School,10,47.0,0.358
5309030,Toutle Lake School District,Toutle Lake High School,11,40.0,0.358
5309030,Toutle Lake School District,Toutle Lake High School,12,56.0,0.358
5309030,Toutle Lake School District,Toutle Lake High School,AE,,0.358
5309030,Toutle Lake School District,Toutle Lake High School,UG,,0.358
5309060,Trout Lake School District,Trout Lake School,09,18.0,0.0
5309060,Trout Lake School District,Trout Lake School,10,19.0,0.0
5309060,Trout Lake School District,Trout Lake School,11,18.0,0.0
5309060,Trout Lake School District,Trout Lake School,12,19.0,0.0
5309060,Trout Lake School District,Trout Lake School,AE,,0.0
5309060,Trout Lake School District,Trout Lake School,UG,,0.0
5309100,Tumwater School District,A G West Black Hills High School,09,205.0,0.256
5309100,Tumwater School District,A G West Black Hills High School,10,223.0,0.256
5309100,Tumwater School District,A G West Black Hills High School,11,207.0,0.256
5309100,Tumwater School District,A G West Black Hills High School,12,186.0,0.256
5309100,Tumwater School District,A G West Black Hills High School,AE,,0.256
5309100,Tumwater School District,A G West Black Hills High School,UG,,0.256
5309100,Tumwater School District,Tumwater High School,09,242.0,0.256
5309100,Tumwater School District,Tumwater High School,10,274.0,0.256
5309100,Tumwater School District,Tumwater High School,11,288.0,0.256
5309100,Tumwater School District,Tumwater High School,12,290.0,0.256
5309100,Tumwater School District,Tumwater High School,AE,,0.256
5309100,Tumwater School District,Tumwater High School,UG,,0.256
5309180,University Place School District,Curtis Senior High,09,,0.293
5309180,University Place School District,Curtis Senior High,10,486.0,0.293
5309180,University Place School District,Curtis Senior High,11,441.0,0.293
5309180,University Place School District,Curtis Senior High,12,454.0,0.293
5309180,University Place School District,Curtis Senior High,AE,,0.293
5309180,University Place School District,Curtis Senior High,UG,,0.293
5309270,Vancouver School District,Columbia River High,09,329.0,0.417
5309270,Vancouver School District,Columbia River High,10,306.0,0.417
5309270,Vancouver School District,Columbia River High,11,288.0,0.417
5309270,Vancouver School District,Columbia River High,12,266.0,0.417
5309270,Vancouver School District,Columbia River High,AE,,0.417
5309270,Vancouver School District,Columbia River High,UG,,0.417
5309270,Vancouver School District,Fort Vancouver High School,09,410.0,0.417
5309270,Vancouver School District,Fort Vancouver High School,10,432.0,0.417
5309270,Vancouver School District,Fort Vancouver High School,11,386.0,0.417
5309270,Vancouver School District,Fort Vancouver High School,12,380.0,0.417
5309270,Vancouver School District,Fort Vancouver High School,AE,,0.417
5309270,Vancouver School District,Fort Vancouver High School,UG,,0.417
5309270,Vancouver School District,Hudson's Bay High School,09,325.0,0.417
5309270,Vancouver School District,Hudson's Bay High School,10,329.0,0.417
5309270,Vancouver School District,Hudson's Bay High School,11,284.0,0.417
5309270,Vancouver School District,Hudson's Bay High School,12,246.0,0.417
5309270,Vancouver School District,Hudson's Bay High School,AE,,0.417
5309270,Vancouver School District,Hudson's Bay High School,UG,,0.417
5309270,Vancouver School District,Open Doors,09,,0.417
5309270,Vancouver School District,Open Doors,10,1.0,0.417
5309270,Vancouver School District,Open Doors,11,48.0,0.417
5309270,Vancouver School District,Open Doors,12,170.0,0.417
5309270,Vancouver School District,Open Doors,AE,,0.417
5309270,Vancouver School District,Open Doors,UG,,0.417
5309270,Vancouver School District,Skyview High School,09,452.0,0.417
5309270,Vancouver School District,Skyview High School,10,419.0,0.417
5309270,Vancouver School District,Skyview High School,11,489.0,0.417
5309270,Vancouver School District,Skyview High School,12,441.0,0.417
5309270,Vancouver School District,Skyview High School,AE,,0.417
5309270,Vancouver School District,Skyview High School,UG,,0.417
5309270,Vancouver School District,Vancouver School of Arts and Academics,09,96.0,0.417
5309270,Vancouver School District,Vancouver School of Arts and Academics,10,87.0,0.417
5309270,Vancouver School District,Vancouver School of Arts and Academics,11,72.0,0.417
5309270,Vancouver School District,Vancouver School of Arts and Academics,12,64.0,0.417
5309270,Vancouver School District,Vancouver School of Arts and Academics,AE,,0.417
5309270,Vancouver School District,Vancouver School of Arts and Academics,UG,,0.417
5309270,Vancouver School District,Vancouver Virtual Learning Academy,09,16.0,0.417
5309270,Vancouver School District,Vancouver Virtual Learning Academy,10,45.0,0.417
5309270,Vancouver School District,Vancouver Virtual Learning Academy,11,40.0,0.417
5309270,Vancouver School District,Vancouver Virtual Learning Academy,12,117.0,0.417
5309270,Vancouver School District,Vancouver Virtual Learning Academy,AE,,0.417
5309270,Vancouver School District,Vancouver Virtual Learning Academy,UG,,0.417
5309270,Vancouver School District,Vancouver iTech Preparatory,09,97.0,0.417
5309270,Vancouver School District,Vancouver iTech Preparatory,10,76.0,0.417
5309270,Vancouver School District,Vancouver iTech Preparatory,11,55.0,0.417
5309270,Vancouver School District,Vancouver iTech Preparatory,12,47.0,0.417
5309270,Vancouver School District,Vancouver iTech Preparatory,AE,,0.417
5309270,Vancouver School District,Vancouver iTech Preparatory,UG,,0.417
5309300,Vashon Island School District,Vashon Island High School,09,144.0,0.185
5309300,Vashon Island School District,Vashon Island High School,10,127.0,0.185
5309300,Vashon Island School District,Vashon Island High School,11,130.0,0.185
5309300,Vashon Island School District,Vashon Island High School,12,118.0,0.185
5309300,Vashon Island School District,Vashon Island High School,AE,,0.185
5309300,Vashon Island School District,Vashon Island High School,UG,,0.185
5309330,Wahkiakum School District,Wahkiakum High School,09,47.0,0.554
5309330,Wahkiakum School District,Wahkiakum High School,10,48.0,0.554
5309330,Wahkiakum School District,Wahkiakum High School,11,44.0,0.554
5309330,Wahkiakum School District,Wahkiakum High School,12,63.0,0.554
5309330,Wahkiakum School District,Wahkiakum High School,AE,,0.554
5309330,Wahkiakum School District,Wahkiakum High School,UG,,0.554
5309360,Wahluke School District,Wahluke High School,09,205.0,0.956
5309360,Wahluke School District,Wahluke High School,10,203.0,0.956
5309360,Wahluke School District,Wahluke High School,11,133.0,0.956
5309360,Wahluke School District,Wahluke High School,12,145.0,0.956
5309360,Wahluke School District,Wahluke High School,AE,,0.956
5309360,Wahluke School District,Wahluke High School,UG,,0.956
5309450,Walla Walla Public Schools,Lincoln High School,09,20.0,0.506
5309450,Walla Walla Public Schools,Lincoln High School,10,27.0,0.506
5309450,Walla Walla Public Schools,Lincoln High School,11,27.0,0.506
5309450,Walla Walla Public Schools,Lincoln High School,12,36.0,0.506
5309450,Walla Walla Public Schools,Lincoln High School,AE,,0.506
5309450,Walla Walla Public Schools,Lincoln High School,UG,,0.506
5309450,Walla Walla Public Schools,Walla Walla High School,09,372.0,0.506
5309450,Walla Walla Public Schools,Walla Walla High School,10,393.0,0.506
5309450,Walla Walla Public Schools,Walla Walla High School,11,419.0,0.506
5309450,Walla Walla Public Schools,Walla Walla High School,12,339.0,0.506
5309450,Walla Walla Public Schools,Walla Walla High School,AE,,0.506
5309450,Walla Walla Public Schools,Walla Walla High School,UG,,0.506
5309450,Walla Walla Public Schools,Walla Walla Open Doors,09,,0.506
5309450,Walla Walla Public Schools,Walla Walla Open Doors,10,,0.506
5309450,Walla Walla Public Schools,Walla Walla Open Doors,11,17.0,0.506
5309450,Walla Walla Public Schools,Walla Walla Open Doors,12,129.0,0.506
5309450,Walla Walla Public Schools,Walla Walla Open Doors,AE,,0.506
5309450,Walla Walla Public Schools,Walla Walla Open Doors,UG,,0.506
5309480,Wapato School District,Wapato High School,09,288.0,0.841
5309480,Wapato School District,Wapato High School,10,219.0,0.841
5309480,Wapato School District,Wapato High School,11,199.0,0.841
5309480,Wapato School District,Wapato High School,12,182.0,0.841
5309480,Wapato School District,Wapato High School,AE,,0.841
5309480,Wapato School District,Wapato High School,UG,,0.841
5309510,Warden School District,Warden High School,09,84.0,0.782
5309510,Warden School District,Warden High School,10,68.0,0.782
5309510,Warden School District,Warden High School,11,71.0,0.782
5309510,Warden School District,Warden High School,12,52.0,0.782
5309510,Warden School District,Warden High School,AE,,0.782
5309510,Warden School District,Warden High School,UG,,0.782
5309540,Washougal School District,Washougal High School,09,254.0,0.319
5309540,Washougal School District,Washougal High School,10,251.0,0.319
5309540,Washougal School District,Washougal High School,11,235.0,0.319
5309540,Washougal School District,Washougal High School,12,277.0,0.319
5309540,Washougal School District,Washougal High School,AE,,0.319
5309540,Washougal School District,Washougal High School,UG,,0.319
5309600,Waterville School District,Waterville High School,09,25.0,0.485
5309600,Waterville School District,Waterville High School,10,26.0,0.485
5309600,Waterville School District,Waterville High School,11,23.0,0.485
5309600,Waterville School District,Waterville High School,12,23.0,0.485
5309600,Waterville School District,Waterville High School,AE,,0.485
5309600,Waterville School District,Waterville High School,UG,,0.485
5309660,Wenatchee School District,Open Doors Re-Engagement,09,0.0,0.54
5309660,Wenatchee School District,Open Doors Re-Engagement,10,4.0,0.54
5309660,Wenatchee School District,Open Doors Re-Engagement,11,16.0,0.54
5309660,Wenatchee School District,Open Doors Re-Engagement,12,83.0,0.54
5309660,Wenatchee School District,Open Doors Re-Engagement,AE,,0.54
5309660,Wenatchee School District,Open Doors Re-Engagement,UG,,0.54
5309660,Wenatchee School District,Wenatchee High School,09,577.0,0.54
5309660,Wenatchee School District,Wenatchee High School,10,511.0,0.54
5309660,Wenatchee School District,Wenatchee High School,11,500.0,0.54
5309660,Wenatchee School District,Wenatchee High School,12,439.0,0.54
5309660,Wenatchee School District,Wenatchee High School,AE,,0.54
5309660,Wenatchee School District,Wenatchee High School,UG,,0.54
5309660,Wenatchee School District,Westside High School,09,15.0,0.54
5309660,Wenatchee School District,Westside High School,10,24.0,0.54
5309660,Wenatchee School District,Westside High School,11,70.0,0.54
5309660,Wenatchee School District,Westside High School,12,148.0,0.54
5309660,Wenatchee School District,Westside High School,AE,,0.54
5309660,Wenatchee School District,Westside High School,UG,,0.54
5309690,West Valley School District (Spokane),Dishman Hills High School,09,16.0,0.534
5309690,West Valley School District (Spokane),Dishman Hills High School,10,43.0,0.534
5309690,West Valley School District (Spokane),Dishman Hills High School,11,77.0,0.534
5309690,West Valley School District (Spokane),Dishman Hills High School,12,98.0,0.534
5309690,West Valley School District (Spokane),Dishman Hills High School,AE,,0.534
5309690,West Valley School District (Spokane),Dishman Hills High School,UG,,0.534
5309690,West Valley School District (Spokane),Spokane Valley High School,09,27.0,0.534
5309690,West Valley School District (Spokane),Spokane Valley High School,10,40.0,0.534
5309690,West Valley School District (Spokane),Spokane Valley High School,11,71.0,0.534
5309690,West Valley School District (Spokane),Spokane Valley High School,12,97.0,0.534
5309690,West Valley School District (Spokane),Spokane Valley High School,AE,,0.534
5309690,West Valley School District (Spokane),Spokane Valley High School,UG,,0.534
5309690,West Valley School District (Spokane),West Valley High School,09,249.0,0.534
5309690,West Valley School District (Spokane),West Valley High School,10,218.0,0.534
5309690,West Valley School District (Spokane),West Valley High School,11,230.0,0.534
5309690,West Valley School District (Spokane),West Valley High School,12,202.0,0.534
5309690,West Valley School District (Spokane),West Valley High School,AE,,0.534
5309690,West Valley School District (Spokane),West Valley High School,UG,,0.534
